mkt_shr,Restaurant.name,Review.date,score_t0,score_t1,score_t2,score_t3,score_t4
0.005095541401273885,El Sirenito,201802,0.0,16.0,3.0,4.0,59.0
0.007643312101910828,El Sombrero Family Mexican Restaurant,201802,0.0,23.0,21.0,28.0,19.0
0.08917197452229299,Fogón Cocina Mexicana,201802,142.0,180.0,253.0,175.0,261.0
0.04076433121019108,Fonda La Catrina,201802,92.0,103.0,57.0,47.0,55.0
0.008917197452229299,Gordito’s,201802,32.0,13.0,2.0,0.0,86.0
0.012738853503184714,Gracia,201802,41.0,17.0,40.0,9.0,38.0
0.034394904458598725,La Carta de Oaxaca,201802,45.0,128.0,29.0,51.0,64.0
0.02165605095541401,La Cocina Oaxaquena,201802,69.0,6.0,-6.0,140.0,59.0
0.011464968152866241,Los Agaves,201802,0.0,41.0,8.0,25.0,33.0
0.034394904458598725,Mezcaleria Oaxaca,201802,51.0,23.0,88.0,43.0,56.0
0.01910828025477707,Pecado Bueno,201802,0.0,14.0,10.0,35.0,24.0
0.015286624203821656,Plaza Garibaldi,201802,6.0,19.0,13.0,85.0,21.0
0.034394904458598725,Poquitos,201802,25.0,13.0,121.0,124.0,31.0
0.014012738853503185,Rosita’s Mexican Grill,201802,22.0,77.0,9.0,4.0,18.0
0.02165605095541401,Senor Moose Cafe,201802,38.0,39.0,40.0,29.0,0.0
0.09554140127388536,Tacos Chukis,201802,158.0,207.0,176.0,171.0,125.0
0.012738853503184714,Taquería Tequila Authentic Mexican Food,201802,19.0,35.0,14.0,0.0,29.0
0.022929936305732482,Villa Escondida,201802,35.0,9.0,115.0,39.0,20.0
0.05006954102920723,Barrio Mexican Kitchen & Bar,201803,183.0,111.0,47.0,55.0,171.0
0.09596662030598054,Cactus Restaurants,201803,287.0,233.0,140.0,117.0,151.0
0.005563282336578581,Cafetal Quilombo,201803,0.0,21.0,37.0,0.0,0.0
0.022253129346314324,Cantina Leña,201803,15.0,54.0,71.0,0.0,0.0
0.009735744089012517,Casa Patrón,201803,4.0,24.0,8.0,8.0,26.0
0.04728789986091794,Casco Antiguo,201803,125.0,45.0,32.0,140.0,123.0
0.059805285118219746,El Borracho,201803,124.0,45.0,18.0,97.0,65.0
