,Address,Business info,Price range,Restaurant name,Review counts,Yes/No
643,"422 E Pine St, Seattle, WA 98122",Accepts Credit Cards,20.5,Mezcaleria Oaxaca,291,Yes
644,"422 E Pine St, Seattle, WA 98122",Accepts Apple Pay,20.5,Mezcaleria Oaxaca,291,No
645,"422 E Pine St, Seattle, WA 98122",Accepts Google Pay,20.5,Mezcaleria Oaxaca,291,No
646,"422 E Pine St, Seattle, WA 98122",Accepts Bitcoin,20.5,Mezcaleria Oaxaca,291,No
647,"422 E Pine St, Seattle, WA 98122",Good For,20.5,Mezcaleria Oaxaca,291,"Dinner, Late Night"
648,"422 E Pine St, Seattle, WA 98122",Parking,20.5,Mezcaleria Oaxaca,291,Street
649,"422 E Pine St, Seattle, WA 98122",Bike Parking,20.5,Mezcaleria Oaxaca,291,Yes
650,"422 E Pine St, Seattle, WA 98122",Wheelchair Accessible,20.5,Mezcaleria Oaxaca,291,Yes
651,"422 E Pine St, Seattle, WA 98122",Good for Kids,20.5,Mezcaleria Oaxaca,291,No
652,"422 E Pine St, Seattle, WA 98122",Good for Groups,20.5,Mezcaleria Oaxaca,291,Yes
653,"422 E Pine St, Seattle, WA 98122",Attire,20.5,Mezcaleria Oaxaca,291,Casual
654,"422 E Pine St, Seattle, WA 98122",Ambience,20.5,Mezcaleria Oaxaca,291,Trendy
655,"422 E Pine St, Seattle, WA 98122",Noise Level,20.5,Mezcaleria Oaxaca,291,Average
656,"422 E Pine St, Seattle, WA 98122",Good For Dancing,20.5,Mezcaleria Oaxaca,291,No
657,"422 E Pine St, Seattle, WA 98122",Alcohol,20.5,Mezcaleria Oaxaca,291,Full Bar
658,"422 E Pine St, Seattle, WA 98122",Happy Hour,20.5,Mezcaleria Oaxaca,291,Yes
659,"422 E Pine St, Seattle, WA 98122",Best Nights,20.5,Mezcaleria Oaxaca,291,"Fri, Sat, Sun"
660,"422 E Pine St, Seattle, WA 98122",Coat Check,20.5,Mezcaleria Oaxaca,291,No
661,"422 E Pine St, Seattle, WA 98122",Smoking,20.5,Mezcaleria Oaxaca,291,No
662,"422 E Pine St, Seattle, WA 98122",Outdoor Seating,20.5,Mezcaleria Oaxaca,291,Yes
663,"422 E Pine St, Seattle, WA 98122",Wi-Fi,20.5,Mezcaleria Oaxaca,291,Free
664,"422 E Pine St, Seattle, WA 98122",Has TV,20.5,Mezcaleria Oaxaca,291,No
665,"422 E Pine St, Seattle, WA 98122",Dogs Allowed,20.5,Mezcaleria Oaxaca,291,No
666,"422 E Pine St, Seattle, WA 98122",Waiter Service,20.5,Mezcaleria Oaxaca,291,Yes
667,"422 E Pine St, Seattle, WA 98122",Caters,20.5,Mezcaleria Oaxaca,291,No
668,"422 E Pine St, Seattle, WA 98122",Has Pool Table,20.5,Mezcaleria Oaxaca,291,No
669,"234 Fairview Ave N, Seattle, WA 98109",Takes Reservations,20.5,El Grito Taqueria,89,Yes
670,"234 Fairview Ave N, Seattle, WA 98109",Delivery,20.5,El Grito Taqueria,89,No
671,"234 Fairview Ave N, Seattle, WA 98109",Take-out,20.5,El Grito Taqueria,89,Yes
672,"234 Fairview Ave N, Seattle, WA 98109",Accepts Credit Cards,20.5,El Grito Taqueria,89,Yes
673,"234 Fairview Ave N, Seattle, WA 98109",Good For,20.5,El Grito Taqueria,89,"Lunch, Dinner"
674,"234 Fairview Ave N, Seattle, WA 98109",Parking,20.5,El Grito Taqueria,89,Street
675,"234 Fairview Ave N, Seattle, WA 98109",Good for Kids,20.5,El Grito Taqueria,89,Yes
676,"234 Fairview Ave N, Seattle, WA 98109",Good for Groups,20.5,El Grito Taqueria,89,Yes
677,"234 Fairview Ave N, Seattle, WA 98109",Attire,20.5,El Grito Taqueria,89,Casual
678,"234 Fairview Ave N, Seattle, WA 98109",Ambience,20.5,El Grito Taqueria,89,Casual
679,"234 Fairview Ave N, Seattle, WA 98109",Noise Level,20.5,El Grito Taqueria,89,Average
680,"234 Fairview Ave N, Seattle, WA 98109",Alcohol,20.5,El Grito Taqueria,89,Full Bar
681,"234 Fairview Ave N, Seattle, WA 98109",Happy Hour,20.5,El Grito Taqueria,89,Yes
682,"234 Fairview Ave N, Seattle, WA 98109",Outdoor Seating,20.5,El Grito Taqueria,89,No
683,"234 Fairview Ave N, Seattle, WA 98109",Wi-Fi,20.5,El Grito Taqueria,89,No
684,"234 Fairview Ave N, Seattle, WA 98109",Has TV,20.5,El Grito Taqueria,89,Yes
685,"4868 Rainier Ave S, Seattle, WA 98118",Has Dairy-free Options,20.5,El Sombrero Family Mexican Restaurant,196,Yes
686,"4868 Rainier Ave S, Seattle, WA 98118",Has Gluten-free Options,20.5,El Sombrero Family Mexican Restaurant,196,Yes
687,"4868 Rainier Ave S, Seattle, WA 98118",Takes Reservations,20.5,El Sombrero Family Mexican Restaurant,196,No
688,"4868 Rainier Ave S, Seattle, WA 98118",Delivery,20.5,El Sombrero Family Mexican Restaurant,196,No
689,"4868 Rainier Ave S, Seattle, WA 98118",Take-out,20.5,El Sombrero Family Mexican Restaurant,196,Yes
690,"4868 Rainier Ave S, Seattle, WA 98118",Accepts Credit Cards,20.5,El Sombrero Family Mexican Restaurant,196,Yes
691,"4868 Rainier Ave S, Seattle, WA 98118",Accepts Apple Pay,20.5,El Sombrero Family Mexican Restaurant,196,No
692,"4868 Rainier Ave S, Seattle, WA 98118",Accepts Google Pay,20.5,El Sombrero Family Mexican Restaurant,196,No
693,"4868 Rainier Ave S, Seattle, WA 98118",Good For,20.5,El Sombrero Family Mexican Restaurant,196,"Lunch, Dinner"
694,"4868 Rainier Ave S, Seattle, WA 98118",Parking,20.5,El Sombrero Family Mexican Restaurant,196,Street
695,"4868 Rainier Ave S, Seattle, WA 98118",Bike Parking,20.5,El Sombrero Family Mexican Restaurant,196,Yes
696,"4868 Rainier Ave S, Seattle, WA 98118",Good for Kids,20.5,El Sombrero Family Mexican Restaurant,196,Yes
697,"4868 Rainier Ave S, Seattle, WA 98118",Good for Groups,20.5,El Sombrero Family Mexican Restaurant,196,Yes
698,"4868 Rainier Ave S, Seattle, WA 98118",Attire,20.5,El Sombrero Family Mexican Restaurant,196,Casual
699,"4868 Rainier Ave S, Seattle, WA 98118",Ambience,20.5,El Sombrero Family Mexican Restaurant,196,Casual
700,"4868 Rainier Ave S, Seattle, WA 98118",Noise Level,20.5,El Sombrero Family Mexican Restaurant,196,Average
701,"4868 Rainier Ave S, Seattle, WA 98118",Alcohol,20.5,El Sombrero Family Mexican Restaurant,196,Full Bar
702,"4868 Rainier Ave S, Seattle, WA 98118",Outdoor Seating,20.5,El Sombrero Family Mexican Restaurant,196,No
703,"4868 Rainier Ave S, Seattle, WA 98118",Wi-Fi,20.5,El Sombrero Family Mexican Restaurant,196,No
704,"4868 Rainier Ave S, Seattle, WA 98118",Has TV,20.5,El Sombrero Family Mexican Restaurant,196,Yes
705,"4868 Rainier Ave S, Seattle, WA 98118",Waiter Service,20.5,El Sombrero Family Mexican Restaurant,196,Yes
706,"4868 Rainier Ave S, Seattle, WA 98118",Caters,20.5,El Sombrero Family Mexican Restaurant,196,No
707,"1605 N 34th St, Seattle, WA 98103",Liked by Vegans,20.5,Pablo y Pablo,196,Yes
708,"1605 N 34th St, Seattle, WA 98103",Liked by Vegetarians,20.5,Pablo y Pablo,196,Yes
709,"1605 N 34th St, Seattle, WA 98103",Takes Reservations,20.5,Pablo y Pablo,196,No
710,"1605 N 34th St, Seattle, WA 98103",Delivery,20.5,Pablo y Pablo,196,Yes
711,"1605 N 34th St, Seattle, WA 98103",Take-out,20.5,Pablo y Pablo,196,Yes
712,"1605 N 34th St, Seattle, WA 98103",Accepts Credit Cards,20.5,Pablo y Pablo,196,Yes
713,"1605 N 34th St, Seattle, WA 98103",Accepts Apple Pay,20.5,Pablo y Pablo,196,No
714,"1605 N 34th St, Seattle, WA 98103",Accepts Google Pay,20.5,Pablo y Pablo,196,No
715,"1605 N 34th St, Seattle, WA 98103",Good For,20.5,Pablo y Pablo,196,"Lunch, Dinner"
716,"1605 N 34th St, Seattle, WA 98103",Parking,20.5,Pablo y Pablo,196,Street
717,"1605 N 34th St, Seattle, WA 98103",Bike Parking,20.5,Pablo y Pablo,196,Yes
718,"1605 N 34th St, Seattle, WA 98103",Wheelchair Accessible,20.5,Pablo y Pablo,196,Yes
719,"1605 N 34th St, Seattle, WA 98103",Good for Kids,20.5,Pablo y Pablo,196,No
720,"1605 N 34th St, Seattle, WA 98103",Good for Groups,20.5,Pablo y Pablo,196,Yes
721,"1605 N 34th St, Seattle, WA 98103",Attire,20.5,Pablo y Pablo,196,Casual
722,"1605 N 34th St, Seattle, WA 98103",Ambience,20.5,Pablo y Pablo,196,"Casual, Trendy"
723,"1605 N 34th St, Seattle, WA 98103",Noise Level,20.5,Pablo y Pablo,196,Average
724,"1605 N 34th St, Seattle, WA 98103",Good For Dancing,20.5,Pablo y Pablo,196,No
725,"1605 N 34th St, Seattle, WA 98103",Alcohol,20.5,Pablo y Pablo,196,Full Bar
726,"1605 N 34th St, Seattle, WA 98103",Happy Hour,20.5,Pablo y Pablo,196,Yes
727,"1605 N 34th St, Seattle, WA 98103",Best Nights,20.5,Pablo y Pablo,196,Fri
728,"1605 N 34th St, Seattle, WA 98103",Coat Check,20.5,Pablo y Pablo,196,No
729,"1605 N 34th St, Seattle, WA 98103",Smoking,20.5,Pablo y Pablo,196,No
730,"1605 N 34th St, Seattle, WA 98103",Outdoor Seating,20.5,Pablo y Pablo,196,Yes
731,"1605 N 34th St, Seattle, WA 98103",Wi-Fi,20.5,Pablo y Pablo,196,Free
732,"1605 N 34th St, Seattle, WA 98103",Has TV,20.5,Pablo y Pablo,196,No
733,"1605 N 34th St, Seattle, WA 98103",Waiter Service,20.5,Pablo y Pablo,196,Yes
734,"1605 N 34th St, Seattle, WA 98103",Caters,20.5,Pablo y Pablo,196,Yes
735,"1605 N 34th St, Seattle, WA 98103",Has Pool Table,20.5,Pablo y Pablo,196,No
736,"1605 N 34th St, Seattle, WA 98103",Gender Neutral Restrooms,20.5,Pablo y Pablo,196,Yes
737,"1000 E Pike St, Seattle, WA 98122",Liked by Vegans,20.5,Poquitos,1047,Yes
738,"1000 E Pike St, Seattle, WA 98122",Liked by Vegetarians,20.5,Poquitos,1047,Yes
739,"1000 E Pike St, Seattle, WA 98122",Takes Reservations,20.5,Poquitos,1047,Yes
740,"1000 E Pike St, Seattle, WA 98122",Take-out,20.5,Poquitos,1047,Yes
741,"1000 E Pike St, Seattle, WA 98122",Accepts Credit Cards,20.5,Poquitos,1047,Yes
742,"1000 E Pike St, Seattle, WA 98122",Accepts Apple Pay,20.5,Poquitos,1047,No
743,"1000 E Pike St, Seattle, WA 98122",Accepts Google Pay,20.5,Poquitos,1047,No
744,"1000 E Pike St, Seattle, WA 98122",Good For,20.5,Poquitos,1047,Dinner
745,"1000 E Pike St, Seattle, WA 98122",Parking,20.5,Poquitos,1047,"Valet, Street"
746,"1000 E Pike St, Seattle, WA 98122",Bike Parking,20.5,Poquitos,1047,Yes
747,"1000 E Pike St, Seattle, WA 98122",Good for Kids,20.5,Poquitos,1047,No
748,"1000 E Pike St, Seattle, WA 98122",Good for Groups,20.5,Poquitos,1047,Yes
749,"1000 E Pike St, Seattle, WA 98122",Attire,20.5,Poquitos,1047,Casual
750,"1000 E Pike St, Seattle, WA 98122",Ambience,20.5,Poquitos,1047,Trendy
751,"1000 E Pike St, Seattle, WA 98122",Noise Level,20.5,Poquitos,1047,Average
752,"1000 E Pike St, Seattle, WA 98122",Alcohol,20.5,Poquitos,1047,Full Bar
753,"1000 E Pike St, Seattle, WA 98122",Happy Hour,20.5,Poquitos,1047,Yes
754,"1000 E Pike St, Seattle, WA 98122",Outdoor Seating,20.5,Poquitos,1047,Yes
755,"1000 E Pike St, Seattle, WA 98122",Wi-Fi,20.5,Poquitos,1047,Free
756,"1000 E Pike St, Seattle, WA 98122",Has TV,20.5,Poquitos,1047,Yes
757,"1000 E Pike St, Seattle, WA 98122",Caters,20.5,Poquitos,1047,No
758,"1514 Pike Place Market Ave, Seattle, WA 98101",Liked by Vegetarians,10,Los Agaves,276,Yes
759,"1514 Pike Place Market Ave, Seattle, WA 98101",Takes Reservations,10,Los Agaves,276,No
760,"1514 Pike Place Market Ave, Seattle, WA 98101",Delivery,10,Los Agaves,276,Yes
761,"1514 Pike Place Market Ave, Seattle, WA 98101",Take-out,10,Los Agaves,276,Yes
762,"1514 Pike Place Market Ave, Seattle, WA 98101",Accepts Credit Cards,10,Los Agaves,276,Yes
763,"1514 Pike Place Market Ave, Seattle, WA 98101",Accepts Apple Pay,10,Los Agaves,276,Yes
764,"1514 Pike Place Market Ave, Seattle, WA 98101",Accepts Google Pay,10,Los Agaves,276,No
765,"1514 Pike Place Market Ave, Seattle, WA 98101",Accepts Bitcoin,10,Los Agaves,276,No
766,"1514 Pike Place Market Ave, Seattle, WA 98101",Good For,10,Los Agaves,276,Lunch
767,"1514 Pike Place Market Ave, Seattle, WA 98101",Parking,10,Los Agaves,276,"Garage, Street"
768,"1514 Pike Place Market Ave, Seattle, WA 98101",Bike Parking,10,Los Agaves,276,Yes
769,"1514 Pike Place Market Ave, Seattle, WA 98101",Wheelchair Accessible,10,Los Agaves,276,Yes
770,"1514 Pike Place Market Ave, Seattle, WA 98101",Good for Kids,10,Los Agaves,276,Yes
771,"1514 Pike Place Market Ave, Seattle, WA 98101",Good for Groups,10,Los Agaves,276,No
772,"1514 Pike Place Market Ave, Seattle, WA 98101",Attire,10,Los Agaves,276,Casual
773,"1514 Pike Place Market Ave, Seattle, WA 98101",Ambience,10,Los Agaves,276,Casual
774,"1514 Pike Place Market Ave, Seattle, WA 98101",Noise Level,10,Los Agaves,276,Average
775,"1514 Pike Place Market Ave, Seattle, WA 98101",Alcohol,10,Los Agaves,276,Beer & Wine Only
776,"1514 Pike Place Market Ave, Seattle, WA 98101",Happy Hour,10,Los Agaves,276,No
777,"1514 Pike Place Market Ave, Seattle, WA 98101",Outdoor Seating,10,Los Agaves,276,Yes
778,"1514 Pike Place Market Ave, Seattle, WA 98101",Wi-Fi,10,Los Agaves,276,No
779,"1514 Pike Place Market Ave, Seattle, WA 98101",Has TV,10,Los Agaves,276,No
780,"1514 Pike Place Market Ave, Seattle, WA 98101",Dogs Allowed,10,Los Agaves,276,Yes
781,"1514 Pike Place Market Ave, Seattle, WA 98101",Waiter Service,10,Los Agaves,276,No
782,"1514 Pike Place Market Ave, Seattle, WA 98101",Caters,10,Los Agaves,276,Yes
783,"323 Occidental Ave S, Seattle, WA 98104",Liked by Vegetarians,20.5,Copal,118,Yes
784,"323 Occidental Ave S, Seattle, WA 98104",Takes Reservations,20.5,Copal,118,No
785,"323 Occidental Ave S, Seattle, WA 98104",Delivery,20.5,Copal,118,No
786,"323 Occidental Ave S, Seattle, WA 98104",Take-out,20.5,Copal,118,Yes
787,"323 Occidental Ave S, Seattle, WA 98104",Accepts Credit Cards,20.5,Copal,118,Yes
788,"323 Occidental Ave S, Seattle, WA 98104",Good For,20.5,Copal,118,Lunch
789,"323 Occidental Ave S, Seattle, WA 98104",Parking,20.5,Copal,118,Street
790,"323 Occidental Ave S, Seattle, WA 98104",Bike Parking,20.5,Copal,118,Yes
791,"323 Occidental Ave S, Seattle, WA 98104",Wheelchair Accessible,20.5,Copal,118,Yes
792,"323 Occidental Ave S, Seattle, WA 98104",Good for Kids,20.5,Copal,118,No
793,"323 Occidental Ave S, Seattle, WA 98104",Good for Groups,20.5,Copal,118,Yes
794,"323 Occidental Ave S, Seattle, WA 98104",Attire,20.5,Copal,118,Casual
795,"323 Occidental Ave S, Seattle, WA 98104",Ambience,20.5,Copal,118,"Hipster, Casual, Trendy"
796,"323 Occidental Ave S, Seattle, WA 98104",Noise Level,20.5,Copal,118,Average
797,"323 Occidental Ave S, Seattle, WA 98104",Good For Dancing,20.5,Copal,118,No
798,"323 Occidental Ave S, Seattle, WA 98104",Alcohol,20.5,Copal,118,Full Bar
799,"323 Occidental Ave S, Seattle, WA 98104",Happy Hour,20.5,Copal,118,Yes
800,"323 Occidental Ave S, Seattle, WA 98104",Coat Check,20.5,Copal,118,No
801,"323 Occidental Ave S, Seattle, WA 98104",Smoking,20.5,Copal,118,No
802,"323 Occidental Ave S, Seattle, WA 98104",Outdoor Seating,20.5,Copal,118,No
803,"323 Occidental Ave S, Seattle, WA 98104",Wi-Fi,20.5,Copal,118,Free
804,"323 Occidental Ave S, Seattle, WA 98104",Has TV,20.5,Copal,118,No
805,"323 Occidental Ave S, Seattle, WA 98104",Waiter Service,20.5,Copal,118,Yes
806,"323 Occidental Ave S, Seattle, WA 98104",Caters,20.5,Copal,118,No
807,"323 Occidental Ave S, Seattle, WA 98104",Has Pool Table,20.5,Copal,118,No
808,"323 Occidental Ave S, Seattle, WA 98104",Gender Neutral Restrooms,20.5,Copal,118,Yes
809,"8515 14th Ave S, Seattle, WA 98108",Takes Reservations,20.5,Ambakity Cocina Mexicana,91,Yes
810,"8515 14th Ave S, Seattle, WA 98108",Delivery,20.5,Ambakity Cocina Mexicana,91,No
811,"8515 14th Ave S, Seattle, WA 98108",Take-out,20.5,Ambakity Cocina Mexicana,91,Yes
812,"8515 14th Ave S, Seattle, WA 98108",Accepts Credit Cards,20.5,Ambakity Cocina Mexicana,91,Yes
813,"8515 14th Ave S, Seattle, WA 98108",Good For,20.5,Ambakity Cocina Mexicana,91,Dinner
814,"8515 14th Ave S, Seattle, WA 98108",Parking,20.5,Ambakity Cocina Mexicana,91,"Street, Private Lot"
815,"8515 14th Ave S, Seattle, WA 98108",Bike Parking,20.5,Ambakity Cocina Mexicana,91,Yes
816,"8515 14th Ave S, Seattle, WA 98108",Wheelchair Accessible,20.5,Ambakity Cocina Mexicana,91,Yes
817,"8515 14th Ave S, Seattle, WA 98108",Good for Kids,20.5,Ambakity Cocina Mexicana,91,Yes
818,"8515 14th Ave S, Seattle, WA 98108",Good for Groups,20.5,Ambakity Cocina Mexicana,91,Yes
819,"8515 14th Ave S, Seattle, WA 98108",Attire,20.5,Ambakity Cocina Mexicana,91,Casual
820,"8515 14th Ave S, Seattle, WA 98108",Ambience,20.5,Ambakity Cocina Mexicana,91,Casual
821,"8515 14th Ave S, Seattle, WA 98108",Noise Level,20.5,Ambakity Cocina Mexicana,91,Average
822,"8515 14th Ave S, Seattle, WA 98108",Alcohol,20.5,Ambakity Cocina Mexicana,91,Full Bar
823,"8515 14th Ave S, Seattle, WA 98108",Outdoor Seating,20.5,Ambakity Cocina Mexicana,91,No
824,"8515 14th Ave S, Seattle, WA 98108",Wi-Fi,20.5,Ambakity Cocina Mexicana,91,Free
825,"8515 14th Ave S, Seattle, WA 98108",Has TV,20.5,Ambakity Cocina Mexicana,91,Yes
826,"8515 14th Ave S, Seattle, WA 98108",Dogs Allowed,20.5,Ambakity Cocina Mexicana,91,No
827,"8515 14th Ave S, Seattle, WA 98108",Waiter Service,20.5,Ambakity Cocina Mexicana,91,Yes
828,"8515 14th Ave S, Seattle, WA 98108",Caters,20.5,Ambakity Cocina Mexicana,91,Yes
829,"8515 14th Ave S, Seattle, WA 98108",Gender Neutral Restrooms,20.5,Ambakity Cocina Mexicana,91,Yes
830,"5901 Airport Way S, Seattle, WA 98108",Takes Reservations,20.5,El Sirenito,92,No
831,"5901 Airport Way S, Seattle, WA 98108",Delivery,20.5,El Sirenito,92,No
832,"5901 Airport Way S, Seattle, WA 98108",Take-out,20.5,El Sirenito,92,No
833,"5901 Airport Way S, Seattle, WA 98108",Accepts Credit Cards,20.5,El Sirenito,92,Yes
834,"5901 Airport Way S, Seattle, WA 98108",Accepts Apple Pay,20.5,El Sirenito,92,No
835,"5901 Airport Way S, Seattle, WA 98108",Parking,20.5,El Sirenito,92,Street
836,"5901 Airport Way S, Seattle, WA 98108",Bike Parking,20.5,El Sirenito,92,Yes
837,"5901 Airport Way S, Seattle, WA 98108",Good for Kids,20.5,El Sirenito,92,No
838,"5901 Airport Way S, Seattle, WA 98108",Good for Groups,20.5,El Sirenito,92,Yes
839,"5901 Airport Way S, Seattle, WA 98108",Attire,20.5,El Sirenito,92,Casual
840,"5901 Airport Way S, Seattle, WA 98108",Ambience,20.5,El Sirenito,92,Casual
841,"5901 Airport Way S, Seattle, WA 98108",Noise Level,20.5,El Sirenito,92,Very Loud
842,"5901 Airport Way S, Seattle, WA 98108",Good For Dancing,20.5,El Sirenito,92,No
843,"5901 Airport Way S, Seattle, WA 98108",Alcohol,20.5,El Sirenito,92,Full Bar
844,"5901 Airport Way S, Seattle, WA 98108",Happy Hour,20.5,El Sirenito,92,Yes
845,"5901 Airport Way S, Seattle, WA 98108",Best Nights,20.5,El Sirenito,92,"Wed, Fri, Sat"
846,"5901 Airport Way S, Seattle, WA 98108",Coat Check,20.5,El Sirenito,92,No
847,"5901 Airport Way S, Seattle, WA 98108",Smoking,20.5,El Sirenito,92,No
848,"5901 Airport Way S, Seattle, WA 98108",Outdoor Seating,20.5,El Sirenito,92,Yes
849,"5901 Airport Way S, Seattle, WA 98108",Wi-Fi,20.5,El Sirenito,92,No
850,"5901 Airport Way S, Seattle, WA 98108",Has TV,20.5,El Sirenito,92,No
851,"5901 Airport Way S, Seattle, WA 98108",Waiter Service,20.5,El Sirenito,92,Yes
852,"5901 Airport Way S, Seattle, WA 98108",Caters,20.5,El Sirenito,92,No
853,"5901 Airport Way S, Seattle, WA 98108",Has Pool Table,20.5,El Sirenito,92,No
854,"5901 Airport Way S, Seattle, WA 98108",Gender Neutral Restrooms,20.5,El Sirenito,92,Yes
855,"4343 15th Ave S, Seattle, WA 98108",Takes Reservations,10,Cafetal Quilombo,112,No
856,"4343 15th Ave S, Seattle, WA 98108",Delivery,10,Cafetal Quilombo,112,No
857,"4343 15th Ave S, Seattle, WA 98108",Take-out,10,Cafetal Quilombo,112,Yes
858,"4343 15th Ave S, Seattle, WA 98108",Accepts Credit Cards,10,Cafetal Quilombo,112,Yes
859,"4343 15th Ave S, Seattle, WA 98108",Accepts Apple Pay,10,Cafetal Quilombo,112,No
860,"4343 15th Ave S, Seattle, WA 98108",Good For,10,Cafetal Quilombo,112,"Breakfast, Brunch, Lunch, Dinner"
861,"4343 15th Ave S, Seattle, WA 98108",Parking,10,Cafetal Quilombo,112,Street
862,"4343 15th Ave S, Seattle, WA 98108",Bike Parking,10,Cafetal Quilombo,112,Yes
863,"4343 15th Ave S, Seattle, WA 98108",Good for Kids,10,Cafetal Quilombo,112,Yes
864,"4343 15th Ave S, Seattle, WA 98108",Good for Groups,10,Cafetal Quilombo,112,Yes
865,"4343 15th Ave S, Seattle, WA 98108",Attire,10,Cafetal Quilombo,112,Casual
866,"4343 15th Ave S, Seattle, WA 98108",Ambience,10,Cafetal Quilombo,112,Casual
867,"4343 15th Ave S, Seattle, WA 98108",Noise Level,10,Cafetal Quilombo,112,Average
868,"4343 15th Ave S, Seattle, WA 98108",Alcohol,10,Cafetal Quilombo,112,No
869,"4343 15th Ave S, Seattle, WA 98108",Outdoor Seating,10,Cafetal Quilombo,112,No
870,"4343 15th Ave S, Seattle, WA 98108",Wi-Fi,10,Cafetal Quilombo,112,Free
871,"4343 15th Ave S, Seattle, WA 98108",Has TV,10,Cafetal Quilombo,112,Yes
872,"4343 15th Ave S, Seattle, WA 98108",Waiter Service,10,Cafetal Quilombo,112,No
873,"4343 15th Ave S, Seattle, WA 98108",Good for Working,10,Cafetal Quilombo,112,Yes
874,"4343 15th Ave S, Seattle, WA 98108",Gender Neutral Restrooms,10,Cafetal Quilombo,112,Yes
875,"213 N 85th St, Seattle, WA 98103",Liked by Vegans,10,Gordito’s,706,Yes
876,"213 N 85th St, Seattle, WA 98103",Liked by Vegetarians,10,Gordito’s,706,Yes
877,"213 N 85th St, Seattle, WA 98103",Takes Reservations,10,Gordito’s,706,No
878,"213 N 85th St, Seattle, WA 98103",Delivery,10,Gordito’s,706,No
879,"213 N 85th St, Seattle, WA 98103",Take-out,10,Gordito’s,706,Yes
880,"213 N 85th St, Seattle, WA 98103",Accepts Credit Cards,10,Gordito’s,706,Yes
881,"213 N 85th St, Seattle, WA 98103",Accepts Apple Pay,10,Gordito’s,706,No
882,"213 N 85th St, Seattle, WA 98103",Accepts Google Pay,10,Gordito’s,706,No
883,"213 N 85th St, Seattle, WA 98103",Good For,10,Gordito’s,706,"Lunch, Dinner"
884,"213 N 85th St, Seattle, WA 98103",Parking,10,Gordito’s,706,Private Lot
885,"213 N 85th St, Seattle, WA 98103",Bike Parking,10,Gordito’s,706,Yes
886,"213 N 85th St, Seattle, WA 98103",Wheelchair Accessible,10,Gordito’s,706,Yes
887,"213 N 85th St, Seattle, WA 98103",Good for Kids,10,Gordito’s,706,Yes
888,"213 N 85th St, Seattle, WA 98103",Good for Groups,10,Gordito’s,706,Yes
889,"213 N 85th St, Seattle, WA 98103",Attire,10,Gordito’s,706,Casual
890,"213 N 85th St, Seattle, WA 98103",Ambience,10,Gordito’s,706,Casual
891,"213 N 85th St, Seattle, WA 98103",Noise Level,10,Gordito’s,706,Average
892,"213 N 85th St, Seattle, WA 98103",Alcohol,10,Gordito’s,706,Beer & Wine Only
893,"213 N 85th St, Seattle, WA 98103",Outdoor Seating,10,Gordito’s,706,Yes
894,"213 N 85th St, Seattle, WA 98103",Wi-Fi,10,Gordito’s,706,No
895,"213 N 85th St, Seattle, WA 98103",Has TV,10,Gordito’s,706,No
896,"213 N 85th St, Seattle, WA 98103",Waiter Service,10,Gordito’s,706,No
897,"213 N 85th St, Seattle, WA 98103",Caters,10,Gordito’s,706,No
898,"2105 5th Ave, Seattle, WA 98121",Liked by Vegans,20.5,Cantina Leña,278,Yes
899,"2105 5th Ave, Seattle, WA 98121",Liked by Vegetarians,20.5,Cantina Leña,278,Yes
900,"2105 5th Ave, Seattle, WA 98121",Takes Reservations,20.5,Cantina Leña,278,No
901,"2105 5th Ave, Seattle, WA 98121",Delivery,20.5,Cantina Leña,278,No
902,"2105 5th Ave, Seattle, WA 98121",Take-out,20.5,Cantina Leña,278,Yes
903,"2105 5th Ave, Seattle, WA 98121",Accepts Credit Cards,20.5,Cantina Leña,278,Yes
904,"2105 5th Ave, Seattle, WA 98121",Accepts Apple Pay,20.5,Cantina Leña,278,No
905,"2105 5th Ave, Seattle, WA 98121",Accepts Google Pay,20.5,Cantina Leña,278,No
906,"2105 5th Ave, Seattle, WA 98121",Good For,20.5,Cantina Leña,278,"Lunch, Dinner"
907,"2105 5th Ave, Seattle, WA 98121",Parking,20.5,Cantina Leña,278,Street
908,"2105 5th Ave, Seattle, WA 98121",Bike Parking,20.5,Cantina Leña,278,Yes
909,"2105 5th Ave, Seattle, WA 98121",Wheelchair Accessible,20.5,Cantina Leña,278,Yes
910,"2105 5th Ave, Seattle, WA 98121",Good for Kids,20.5,Cantina Leña,278,No
911,"2105 5th Ave, Seattle, WA 98121",Good for Groups,20.5,Cantina Leña,278,Yes
912,"2105 5th Ave, Seattle, WA 98121",Ambience,20.5,Cantina Leña,278,Casual
913,"2105 5th Ave, Seattle, WA 98121",Noise Level,20.5,Cantina Leña,278,Average
914,"2105 5th Ave, Seattle, WA 98121",Alcohol,20.5,Cantina Leña,278,Full Bar
915,"2105 5th Ave, Seattle, WA 98121",Happy Hour,20.5,Cantina Leña,278,Yes
916,"2105 5th Ave, Seattle, WA 98121",Outdoor Seating,20.5,Cantina Leña,278,No
917,"2105 5th Ave, Seattle, WA 98121",Wi-Fi,20.5,Cantina Leña,278,Free
918,"2105 5th Ave, Seattle, WA 98121",Has TV,20.5,Cantina Leña,278,Yes
919,"2105 5th Ave, Seattle, WA 98121",Waiter Service,20.5,Cantina Leña,278,Yes
920,"2105 5th Ave, Seattle, WA 98121",Drive-Thru,20.5,Cantina Leña,278,No
